dataset,target,random10_metadata_mae,random10_combined_mae,random10_q95_abs_residual,random10_combined_r2,random10_mae_reduction_pct,held_event_combined_mae,held_event_combined_r2,held_event_mae_reduction_pct,held_event_test_rows,held_event_group_overlap,held_station_combined_mae,held_station_combined_r2,held_station_mae_reduction_pct,held_station_test_rows,held_station_group_overlap,boore2014_mae,combined_vs_boore_reduction_pct,coverage,interval_width,q90_abs_residual,coverage_gap_to_90,station_minus_random10_mae,robust_heldout_gain_pct,empirical_boundary_note
instancegm,pga,0.2991840183442956,0.2074981255290622,0.6643211222882635,0.8469953975256078,30.645317661895604,0.1906927407152147,0.8747224691823039,38.82103328432993,998,0,0.252928037148072,0.7992418053157734,35.46968802810165,1000,0,0.3987259017096867,36.5659376369711,0.845,0.9131715119433412,0.4565857559716706,-0.05500000000000005,0.045429911619009805,35.46968802810165,strong point gain; uncertainty remains target-dependent
instancegm,pgv,0.297551867124149,0.1645344556005575,0.4966391961249591,0.8634676809863968,44.70394113443489,0.1552528103547844,0.8946281033839918,50.42153931543072,998,0,0.1763427143144129,0.8583793911721597,52.6268837929389,1000,0,0.4338769558032187,59.35651526180808,0.898,0.7743172853597713,0.3871586426798856,-0.0020000000000000018,0.011808258713855407,50.42153931543072,strong point gain; uncertainty remains target-dependent
instancegm,sa03,0.2728195796585652,0.22109311130668,0.6187309371504852,0.833843499408655,18.95995456653847,0.222646254405372,0.8420809694113864,22.47167990440553,987,0,0.2418498355989245,0.8138809225383226,26.039790798748808,992,0,0.3742110482567795,35.370738858311356,0.8588709677419355,0.929643402282359,0.4648217011411795,-0.041129032258064524,0.02075672429224451,22.47167990440553,useful point gain; boundary set by held-station residuals
instancegm,sa10,0.2864402042559942,0.2096107106215742,0.5518198895392459,0.8266862910190402,26.822175271791387,0.2119934681316568,0.8547732656476748,24.700981369195404,997,0,0.2615089329464972,0.7846810339560205,20.8871270304694,1000,0,0.4109787213778042,36.36922805400004,0.82,0.8767778007445166,0.4383889003722583,-0.08000000000000007,0.051898222324923,20.8871270304694,useful point gain; boundary set by held-station residuals
instancegm,sa30,0.3059099530115025,0.2420968488919919,0.5933902680981329,0.6797051739315629,20.86009411962845,0.2237051062058253,0.7225148448964758,24.946192644888697,932,0,0.2478956790929143,0.6827842120269774,27.769892579715616,942,0,0.4766153713677195,47.98831636891182,0.8757961783439491,0.9464303123454822,0.4732151561727411,-0.02420382165605095,0.005798830200922395,24.946192644888697,useful point gain; boundary set by held-station residuals
knet,pga,0.2170327607630392,0.1047064444022345,0.3042058487138672,0.8765968157981207,51.75546584114315,0.1084894106528506,0.8686717761706564,54.45172955036595,1000,0,0.1112985036745596,0.8747112081158755,49.9491861575663,1000,0,0.2823110411420898,60.57592957600904,0.925,0.5454066773997797,0.2727033386998898,0.025000000000000022,0.00659205927232509,49.9491861575663,strong gain with calibrated station-shift interval
